Mod:Item:MetaData, Localized Name
alchemistry:element:31, Gallium
alchemistry:element:32, Germanium
alchemistry:element:33, Arsenic
alchemistry:element:34, Selenium
alchemistry:element:35, Bromine
alchemistry:element:36, Krypton
alchemistry:element:37, Rubidium
alchemistry:element:38, Strontium
alchemistry:element:39, Yttrium
alchemistry:element:40, Zirconium
alchemistry:element:41, Niobium
alchemistry:element:42, Molybdenum
alchemistry:element:43, Technetium
alchemistry:element:44, Ruthenium
alchemistry:element:45, Rhodium
alchemistry:element:46, Palladium
alchemistry:element:47, Silver
alchemistry:element:48, Cadmium
alchemistry:element:49, Indium
alchemistry:element:50, Tin
alchemistry:element:51, Antimony
alchemistry:element:52, Tellurium
alchemistry:element:53, Iodine
alchemistry:element:54, Xenon
alchemistry:element:55, Cesium
alchemistry:element:56, Barium
alchemistry:element:57, Lanthanum
alchemistry:element:58, Cerium
alchemistry:element:59, Praseodymium
alchemistry:element:60, Neodymium
alchemistry:element:61, Promethium
alchemistry:element:62, Samarium
alchemistry:element:63, Europium
alchemistry:element:64, Gadolinium
alchemistry:element:65, Terbium
alchemistry:element:66, Dysprosium
alchemistry:element:67, Holmium
alchemistry:element:68, Erbium
alchemistry:element:69, Thulium
alchemistry:element:70, Ytterbium
alchemistry:element:71, Lutetium
alchemistry:element:72, Hafnium
alchemistry:element:73, Tantalum
alchemistry:element:74, Tungsten
alchemistry:element:75, Rhenium
alchemistry:element:76, Osmium
alchemistry:element:77, Iridium
alchemistry:element:78, Platinum
alchemistry:element:79, Gold
alchemistry:element:80, Mercury
alchemistry:element:81, Thallium
alchemistry:element:82, Lead
alchemistry:element:83, Bismuth
alchemistry:element:84, Polonium
alchemistry:element:85, Astatine
alchemistry:element:86, Radon
alchemistry:element:87, Francium
alchemistry:element:88, Radium
alchemistry:element:89, Actinium
alchemistry:element:90, Thorium
alchemistry:element:91, Protactinium
alchemistry:element:92, Uranium
alchemistry:element:93, Neptunium
alchemistry:element:94, Plutonium
alchemistry:element:95, Americium
alchemistry:element:96, Curium
alchemistry:element:97, Berkelium
alchemistry:element:98, Californium
alchemistry:element:99, Einsteinium
alchemistry:element:100, Fermium
alchemistry:element:101, Mendelevium
alchemistry:element:102, Nobelium
alchemistry:element:103, Lawrencium
alchemistry:element:104, Rutherfordium
alchemistry:element:105, Dubnium
alchemistry:element:106, Seaborgium
alchemistry:element:107, Bohrium
alchemistry:element:108, Hassium
alchemistry:element:109, Meitnerium
alchemistry:element:110, Darmstadtium
alchemistry:element:111, Roentgenium
alchemistry:element:112, Copernicium
alchemistry:element:113, Nihonium
alchemistry:element:114, Flerovium
alchemistry:element:115, Moscovium
alchemistry:element:116, Livermorium
alchemistry:element:117, Tennessine
alchemistry:element:118, Oganesson
alchemistry:compound:0, Cellulose
alchemistry:compound:1, Silicon Dioxide
alchemistry:compound:2, Potassium Nitrate
alchemistry:compound:3, Aluminum Oxide
alchemistry:compound:4, Magnesium Oxide
alchemistry:compound:5, Potassium Chloride
alchemistry:compound:6, Sodium Chloride
alchemistry:compound:7, Water
alchemistry:compound:8, Kaolinite
alchemistry:compound:9, Protein
alchemistry:compound:10, Iron Oxide
alchemistry:compound:11, Sucrose
alchemistry:compound:12, Carbonate
alchemistry:compound:13, Calcium Carbonate
alchemistry:compound:14, Phosphate
alchemistry:compound:15, Hydroxide
alchemistry:compound:16, Hydroxylapatite
alchemistry:compound:17, Strontium Carbonate
alchemistry:compound:18, Beryl
alchemistry:compound:19, Starch
alchemistry:compound:20, Cucurbitacin
alchemistry:compound:21, Psilocybin
alchemistry:compound:22, Zinc Oxide
alchemistry:compound:23, Cobalt Aluminate
alchemistry:compound:24, Triglyceride
alchemistry:compound:25, Lead Iodide
alchemistry:compound:26, Ethanol
alchemistry:compound:27, Amide
alchemistry:compound:28, Urea
alchemistry:compound:29, Ammonium
alchemistry:compound:30, Diammonium Phosphate
alchemistry:compound:31, Potassium Carbonate
alchemistry:compound:32, Mescaline
alchemistry:compound:33, Mullite
alchemistry:compound:34, Methane
alchemistry:compound:35, Ethane
alchemistry:compound:36, Propane
alchemistry:compound:37, Butane
alchemistry:compound:38, Pentane
alchemistry:compound:39, Hexane
alchemistry:compound:40, Potassium Dichromate
alchemistry:compound:41, Nickel Chloride
alchemistry:compound:42, Potassium Permanganate
alchemistry:compound:43, Magnesium Sulfate
alchemistry:compound:44, Copper Chloride
alchemistry:compound:45, Cadmium Sulfide
alchemistry:compound:46, Chromium Oxide
alchemistry:compound:47, Antimony Trioxide
alchemistry:compound:48, Titanium Oxide
alchemistry:compound:49, Han Purple
alchemistry:compound:50, Arsenic Sulfide
alchemistry:compound:51, Barium Sulfate
alchemistry:compound:52, beta-Carotene
alchemistry:compound:53, Polyvinyl Chloride
alchemistry:compound:54, Potassium Cyanide
alchemistry:compound:55, Epinephrine
alchemistry:compound:56, Cocaine
alchemistry:compound:57, Acetylsalicylic Acid
alchemistry:compound:58, Penicillin
alchemistry:compound:59, Caffeine
alchemistry:compound:60, Mercury Sulfide
alchemistry:ingot:3, Lithium Ingot
alchemistry:ingot:4, Beryllium Ingot
alchemistry:ingot:5, Boron Ingot
alchemistry:ingot:11, Sodium Ingot
alchemistry:ingot:12, Magnesium Ingot
alchemistry:ingot:13, Aluminum Ingot
alchemistry:ingot:14, Silicon Ingot
alchemistry:ingot:19, Potassium Ingot
alchemistry:ingot:20, Calcium Ingot
alchemistry:ingot:21, Scandium Ingot
alchemistry:ingot:22, Titanium Ingot
alchemistry:ingot:23, Vanadium Ingot
alchemistry:ingot:24, Chromium Ingot
alchemistry:ingot:25, Manganese Ingot
alchemistry:ingot:27, Cobalt Ingot
alchemistry:ingot:28, Nickel Ingot
alchemistry:ingot:29, Copper Ingot
alchemistry:ingot:30, Zinc Ingot
alchemistry:ingot:31, Gallium Ingot
alchemistry:ingot:32, Germanium Ingot
alchemistry:ingot:33, Arsenic Ingot
alchemistry:ingot:34, Selenium Ingot
alchemistry:ingot:37, Rubidium Ingot
alchemistry:ingot:38, Strontium Ingot
alchemistry:ingot:39, Yttrium Ingot
alchemistry:ingot:40, Zirconium Ingot
alchemistry:ingot:41, Niobium Ingot
alchemistry:ingot:42, Molybdenum Ingot
alchemistry:ingot:43, Technetium Ingot
alchemistry:ingot:44, Ruthenium Ingot
alchemistry:ingot:45, Rhodium Ingot
alchemistry:ingot:46, Palladium Ingot
alchemistry:ingot:47, Silver Ingot
alchemistry:ingot:48, Cadmium Ingot
alchemistry:ingot:49, Indium Ingot
alchemistry:ingot:50, Tin Ingot
alchemistry:ingot:51, Antimony Ingot
alchemistry:ingot:52, Tellurium Ingot
alchemistry:ingot:55, Cesium Ingot
alchemistry:ingot:56, Barium Ingot
alchemistry:ingot:57, Lanthanum Ingot
alchemistry:ingot:58, Cerium Ingot
alchemistry:ingot:59, Praseodymium Ingot
alchemistry:ingot:60, Neodymium Ingot
alchemistry:ingot:61, Promethium Ingot
alchemistry:ingot:62, Samarium Ingot
alchemistry:ingot:63, Europium Ingot
alchemistry:ingot:64, Gadolinium Ingot
alchemistry:ingot:65, Terbium Ingot
alchemistry:ingot:66, Dysprosium Ingot
alchemistry:ingot:67, Holmium Ingot
alchemistry:ingot:68, Erbium Ingot
alchemistry:ingot:69, Thulium Ingot
alchemistry:ingot:70, Ytterbium Ingot
alchemistry:ingot:71, Lutetium Ingot
alchemistry:ingot:72, Hafnium Ingot
alchemistry:ingot:73, Tantalum Ingot
alchemistry:ingot:74, Tungsten Ingot
alchemistry:ingot:75, Rhenium Ingot
alchemistry:ingot:76, Osmium Ingot
alchemistry:ingot:77, Iridium Ingot
alchemistry:ingot:78, Platinum Ingot
alchemistry:ingot:81, Thallium Ingot
alchemistry:ingot:82, Lead Ingot
alchemistry:ingot:83, Bismuth Ingot
alchemistry:ingot:84, Polonium Ingot
alchemistry:ingot:85, Astatine Ingot
alchemistry:ingot:87, Francium Ingot
alchemistry:ingot:88, Radium Ingot
alchemistry:ingot:89, Actinium Ingot
alchemistry:ingot:90, Thorium Ingot
alchemistry:ingot:91, Protactinium Ingot
alchemistry:ingot:92, Uranium Ingot
alchemistry:ingot:93, Neptunium Ingot
alchemistry:ingot:94, Plutonium Ingot
alchemistry:ingot:95, Americium Ingot
alchemistry:ingot:96, Curium Ingot
alchemistry:ingot:97, Berkelium Ingot
alchemistry:ingot:98, Californium Ingot
alchemistry:ingot:99, Einsteinium Ingot
alchemistry:ingot:100, Fermium Ingot
alchemistry:ingot:101, Mendelevium Ingot
alchemistry:ingot:102, Nobelium Ingot
alchemistry:ingot:103, Lawrencium Ingot
alchemistry:ingot:104, Rutherfordium Ingot
alchemistry:ingot:105, Dubnium Ingot
alchemistry:ingot:106, Seaborgium Ingot
alchemistry:ingot:107, Bohrium Ingot
alchemistry:ingot:108, Hassium Ingot
alchemistry:ingot:109, Meitnerium Ingot
alchemistry:ingot:110, Darmstadtium Ingot
alchemistry:ingot:111, Roentgenium Ingot
alchemistry:ingot:112, Copernicium Ingot
alchemistry:ingot:113, Nihonium Ingot
alchemistry:ingot:114, Flerovium Ingot
alchemistry:ingot:115, Moscovium Ingot
alchemistry:ingot:116, Livermorium Ingot
alchemistry:ingot:117, Tennessine Ingot
alchemistry:ingot:118, Oganesson Ingot
alchemistry:periodic_diagram, Periodic Diagram
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
baubles:ring:0, Miner's Ring
tombstone:decorative_grave_simple:0, §6Simple Grave
tombstone:decorative_grave_simple:1, §6Simple Grave
tombstone:decorative_grave_normal:0, §6Normal Grave
tombstone:decorative_grave_normal:1, §6Normal Grave
tombstone:decorative_grave_cross:0, §6Cross Grave
tombstone:decorative_grave_cross:1, §6Cross Grave
tombstone:decorative_tombstone:0, §6Tombstone
tombstone:decorative_tombstone:1, §6Tombstone
tombstone:decorative_subaraki_grave:0, §6Subaraki's Grave
tombstone:decorative_subaraki_grave:1, §6Subaraki's Grave
tombstone:decorative_grave_original:0, §6Original Grave
tombstone:decorative_grave_original:1, §6Original Grave
tombstone:dark_marble:0, Dark Marble
tombstone:dark_marble:1, White Marble
tombstone:grave_key, Grave's Key
tombstone:grave_plate, Grave Plate
tombstone:scroll_of_knowledge, Scroll of Knowledge
tombstone:scroll_buff:0, §6Enchanted Scroll of Preservation
tombstone:scroll_buff:0, §6Ancient Scroll of Preservation
tombstone:scroll_buff:1, §6Enchanted Scroll of Unstable Intangibility
tombstone:scroll_buff:1, §6Ancient Scroll of Unstable Intangibility
tombstone:scroll_buff:2, §6Enchanted Scroll of Feather Falling
tombstone:scroll_buff:2, §6Ancient Scroll of Feather Falling
tombstone:scroll_buff:3, §6Enchanted Scroll of Purification
tombstone:scroll_buff:3, §6Ancient Scroll of Purification
tombstone:scroll_buff:4, §6Enchanted Scroll of True Sight
tombstone:scroll_buff:4, §6Ancient Scroll of True Sight
tombstone:scroll_buff:5, §6Enchanted Scroll of Reach
tombstone:scroll_buff:5, §6Ancient Scroll of Reach
tombstone:scroll_buff:6, §6Enchanted Scroll of Lightning Resistance
tombstone:scroll_buff:6, §6Ancient Scroll of Lightning Resistance
tombstone:scroll_buff:7, §6Enchanted Scroll of Frost Resistance
tombstone:scroll_buff:7, §6Ancient Scroll of Frost Resistance
tombstone:scroll_buff:8, §6Enchanted Scroll of Aquatic Life
tombstone:scroll_buff:8, §6Ancient Scroll of Aquatic Life
tombstone:scroll_buff:9, §6Enchanted Scroll of Mercy
tombstone:scroll_buff:9, §6Ancient Scroll of Mercy
tombstone:magic_scroll, tombstone.item.magic_scroll.name
tombstone:tablet_of_recall, Tablet of Recall
tombstone:tablet_of_home, Tablet of Home
tombstone:tablet_of_assistance, Tablet of Assistance
tombstone:tablet_of_cupidity, Tablet of Cupidity
tombstone:fishing_rod_of_misadventure, Fishing Rod of Misadventure
tombstone:lost_tablet, Lost Tablet
tombstone:dust_of_vanishing, Dust of Vanishing
tombstone:soul_receptacle, Soul Receptacle
tombstone:familiar_receptacle, Familiar Receptacle
tombstone:voodoo_poppet, Voodoo Poppet
tombstone:book_of_disenchantment, Book of Disenchantment
tombstone:book_of_repairing, Book of Repairing
tombstone:book_of_magic_impregnation, Book of Magic Impregnation
tombstone:ankh_of_pray, Ankh of Pray
tombstone:lollipop:0, Halloween Lollipop
tombstone:lollipop:1, Halloween Lollipop
tombstone:lollipop:2, Halloween Lollipop
tombstone:lollipop:3, Halloween Lollipop
tombstone:lollipop:4, Halloween Lollipop
tombstone:lollipop:5, Halloween Lollipop
tombstone:crafting_ingredient:0, Strange Scroll
tombstone:crafting_ingredient:1, Strange Tablet
tombstone:crafting_ingredient:3, Grave's Dust
tombstone:crafting_ingredient:4, §6Essence of Undeath
tombstone:bone_needle, Bone Needle
tombstone:impregnated_diamond, Impregnated Diamond
tombstone:christmas_gift, Mysterious Gift
tombstone:christmas_hat, Strange Christmas Hat
tombstone:gift, Reward
tombstone:familiar_stone, Familiar Stone
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_nugget:9, Iron Alloy Nugget
enderio:item_alloy_ball:0, Electrical Steel Grinding Ball
enderio:item_alloy_ball:1, Energetic Alloy Grinding Ball
enderio:item_alloy_ball:2, Vibrant Alloy Grinding Ball
enderio:item_alloy_ball:3, Redstone Alloy Grinding Ball
enderio:item_alloy_ball:4, Conductive Iron Grinding Ball
enderio:item_alloy_ball:5, Pulsating Iron Grinding Ball
enderio:item_alloy_ball:6, Dark Steel Grinding Ball
enderio:item_alloy_ball:7, Soularium Grinding Ball
enderio:item_alloy_ball:8, End Steel Grinding Ball
enderio:item_alloy_ball:9, Iron Alloy Grinding Ball
enderio:item_material:0, Simple Machine Chassis
enderio:item_material:1, Industrial Machine Chassis
enderio:item_material:2, Machine Parts
enderio:item_material:3, Photovoltaic Plate
enderio:item_material:4, Conduit Binder
enderio:item_material:5, Silicon
enderio:item_material:6, Glider Wing
enderio:item_material:7, Glider Wings
enderio:item_material:8, Nutritious Stick
enderio:item_material:9, Wooden Gear
enderio:item_material:10, Stone Compound Gear
enderio:item_material:11, Infinity Bimetal Gear
enderio:item_material:12, Energized Bimetal Gear
enderio:item_material:13, Vibrant Bimetal Gear
enderio:item_material:14, Pulsating Crystal
enderio:item_material:15, Vibrant Crystal
enderio:item_material:16, Ender Crystal
enderio:item_material:17, Enticing Crystal
enderio:item_material:18, Weather Crystal
enderio:item_material:19, Prescient Crystal
enderio:item_material:20, Grains of Infinity
enderio:item_material:21, Flour
enderio:item_material:22, Conduit Binder Composite
enderio:item_material:23, Coal Powder
enderio:item_material:24, Iron Powder
enderio:item_material:25, Gold Powder
enderio:item_material:26, Copper Powder
enderio:item_material:27, Tin Powder
enderio:item_material:28, Ender Pearl Powder
enderio:item_material:29, Obsidian Powder
enderio:item_material:30, Ardite Powder
enderio:item_material:31, Cobalt Powder
enderio:item_material:32, Lapis Lazuli Powder
enderio:item_material:33, Quartz Powder
enderio:item_material:34, Grains of Prescience
enderio:item_material:35, Grains of Vibrancy
enderio:item_material:36, Grains of Piezallity
enderio:item_material:37, Grains of the End
enderio:item_material:38, Photovoltaic Composite
enderio:item_material:39, Enderium Base
enderio:item_material:40, Zombie Electrode
enderio:item_material:41, Z-Logic Controller
enderio:item_material:42, Frank'N'Zombie
enderio:item_material:43, Ender Resonator
enderio:item_material:44, Sentient Ender
enderio:item_material:45, Skeletal Contractor
enderio:item_material:46, Clippings and Trimmings
enderio:item_material:47, Twigs and Prunings
enderio:item_material:48, Organic Green Dye
enderio:item_material:49, Organic Brown Dye
enderio:item_material:50, Organic Black Dye
enderio:item_material:51, Industrial Dye Blend
enderio:item_material:52, Soul Attuned Dye Blend
enderio:item_material:53, Soul Machine Chassis
enderio:item_material:54, Enhanced Machine Chassis
enderio:item_material:55, Soulless Machine Chassis
enderio:item_material:56, Guardian Diode
enderio:item_material:57, Signalum Grinding Ball
enderio:item_material:58, Enderium Grinding Ball
enderio:item_material:59, Lumium Grinding Ball
enderio:item_material:60, Redstone Filter Base
enderio:item_material:61, Confusing Powder
enderio:item_material:62, Ender Fragment
enderio:item_material:63, Withering Dust
enderio:item_material:64, Remote Awareness Upgrade
enderio:item_material:65, Wireless Energy Transmitter Dish Assembly
enderio:item_material:66, End Steel Chassis
enderio:item_material:67, Enhanced Dye Blend
enderio:item_material:68, Enhanced Machine Parts
enderio:item_material:69, Simple Machine Parts
enderio:item_material:70, Cake Base
enderio:item_material:71, Infinity Rod
enderio:item_material:72, Nethercotta
enderio:item_material:73, Dark Bimetal Gear
enderio:item_material:74, Soul Powder
enderio:item_material:75, Infinity Reagent
enderio:item_material:76, Clay-Coated Glowstone Dust
enderio:item_material:77, Black Paper
enderio:item_material:78, Animal Token
enderio:item_material:79, Monster Token
enderio:item_material:80, Player Token
enderio:item_material:81, Unfired Death Urn
enderio:item_broken_spawner:0, Broken Spawner
enderio:block_infinity_fog:0, Infinity Dust
enderio:block_infinity:0, Infinity Dust Block
enderio:block_infinity:1, Compressed Infinity Dust Block
enderio:block_infinity:2, Double Compressed Infinity Dust Block
enderio:block_holy_fog, Glowstone Nano-Particles (old)
enderio:block_holier_fog, Glowstone Nano-Particles
enderio:block_dark_steel_anvil:0, Dark Steel Anvil
enderio:block_dark_steel_anvil:1, Slightly Damaged Dark Steel Anvil
enderio:block_dark_steel_anvil:2, Very Damaged Dark Steel Anvil
enderio:block_dark_paper_anvil:0, Dark Paper Anvil
enderio:block_dark_paper_anvil:1, Slightly Damaged Dark Paper Anvil
enderio:block_dark_paper_anvil:2, Very Damaged Dark Paper Anvil
enderio:block_dark_steel_ladder, Dark Steel Ladder
enderio:block_dark_iron_bars, Dark Iron Bars
enderio:block_dark_steel_trapdoor, Dark Steel Trapdoor
enderio:block_dark_steel_door, Dark Steel Door
enderio:block_reinforced_obsidian, Reinforced Obsidian
enderio:block_self_resetting_lever5, Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10, Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30, Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60, Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300, Self-resetting Lever (5 Minutes)
enderio:block_self_resetting_lever5i, Inverted Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10i, Inverted Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30i, Inverted Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60i, Inverted Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300i, Inverted Self-resetting Lever (5 Minutes)
enderio:block_decoration1:0, Machine Chassis (decoration block)
enderio:block_decoration1:1, Blank Machine (decoration block)
enderio:block_decoration1:2, Machine Tops (decoration block)
enderio:block_decoration1:3, Machine Sides (decoration block)
enderio:block_decoration1:4, Machine Backs (decoration block)
enderio:block_decoration1:5, Machine with sides (decoration block)
enderio:block_decoration1:6, Machine width backs (decoration block)
enderio:block_decoration1:7, Blank Soul Machine (decoration block)
enderio:block_decoration1:8, Soul Machine Tops (decoration block)
enderio:block_decoration1:9, Soul Machine Sides (decoration block)
enderio:block_decoration1:10, Soul Machine Backs (decoration block)
enderio:block_decoration1:11, Soul Machine with sides (decoration block)
enderio:block_decoration1:12, Soul Machine width backs (decoration block)
enderio:block_decoration1:13, Red Machine (decoration block)
enderio:block_decoration1:14, Broken Spawner (decoration block)
enderio:block_decoration1:15, Invisible Block (decoration block)
enderio:block_decoration2:0, Alloy Smelter (decoration block)
enderio:block_decoration2:1, Item Buffer (decoration block)
enderio:block_decoration2:2, Power Buffer (decoration block)
enderio:block_decoration2:3, Omni Buffer (decoration block)
enderio:block_decoration2:4, Creative Buffer (decoration block)
enderio:block_decoration2:5, Crafter (decoration block)
enderio:block_decoration2:6, Painting Machine (decoration block)
enderio:block_decoration2:7, Power Monitor (decoration block)
enderio:block_decoration2:8, SAG Mill (decoration block)
enderio:block_decoration2:9, Slice'N'Splice (decoration block)
enderio:block_decoration2:10, Stirling Generator (decoration block)
enderio:block_decoration2:11, Fluid Tank (decoration block)
enderio:block_decoration2:12, Pressurized Fluid Tank (decoration block)
enderio:block_decoration2:13, Travel Anchor (decoration block)
enderio:block_decoration2:14, Vacuum Chest (decoration block)
enderio:block_decoration2:15, Wireless Charger (decoration block)
enderio:block_decoration3:0, XP Vacuum (decoration block)
enderio:block_decoration3:1, Simple Alloy Smelter (decoration block)
enderio:block_decoration3:2, Simple Stirling Generator (decoration block)
enderio:block_decoration3:3, Wired Charger (decoration block)
enderio:block_decoration3:4, Simple Sagmill (decoration block)
enderio:block_industrial_insulation, Industrial Insulation
enderio:block_end_iron_bars, End Steel Bars
enderio:block_confusion_charge, Confusion Charge
enderio:block_concussion_charge, Concussion Charge
enderio:block_ender_charge, Ender Charge
enderio:block_painted_slab, Painted Slab
enderio:block_painted_stone_slab, Painted Stone Slab
enderio:block_painted_pressure_plate:1, Wooden Pressure Plate (Silent)
enderio:block_painted_pressure_plate:3, Stone Pressure Plate (Silent)
enderio:block_painted_pressure_plate:5, Weighted Pressure Plate (Heavy) (Silent)
enderio:block_painted_pressure_plate:7, Weighted Pressure Plate (Light) (Silent)
enderio:block_painted_pressure_plate:8, Dark Pressure Plate
enderio:block_painted_pressure_plate:9, Dark Pressure Plate (Silent)
enderio:block_painted_pressure_plate:10, Soularium Pressure Plate
enderio:block_painted_pressure_plate:11, Soularium Pressure Plate (Silent)
enderio:block_painted_pressure_plate:12, Soularium Pressure Plate (Tuned)
enderio:block_painted_pressure_plate:13, Soularium Pressure Plate (Tuned) (Silent)
enderio:block_painted_wooden_door, Painted Wooden Door
enderio:block_painted_iron_door, Painted Iron Door
enderio:block_painted_dark_steel_door, Painted Dark Steel Door
enderio:block_exit_rail, Exit Rail
enderio:item_conduit_probe:0, Conduit Probe
enderio:item_yeta_wrench, Yeta Wrench
enderio:item_xp_transfer:0, Experience Rod
enderio:item_cold_fire_igniter, Cold Fire Igniter
enderio:item_coord_selector, Coordinate Selector
enderio:item_location_printout, Location Printout
enderio:item_travel_staff:0, Staff of Traveling
enderio:item_travel_staff:0, Staff of Traveling
enderio:item_rod_of_return:0, Rod of Return
enderio:item_rod_of_return:0, Rod of Return
enderio:item_magnet:0, Electromagnet
enderio:item_magnet:0, Electromagnet
enderio:block_enderman_skull:0, Enderman Head
enderio:block_enderman_skull:2, Tormented Enderman Head
enderio:item_ender_food:0, "Enderios"
enderio:item_basic_item_filter:0, Basic Item Filter
enderio:item_advanced_item_filter:0, Advanced Item Filter
enderio:item_limited_item_filter:0, Limited Item Filter
enderio:item_big_item_filter:0, Big Item Filter
enderio:item_big_advanced_item_filter:0, Advanced Big Item Filter
enderio:item_existing_item_filter:0, Existing Item Filter
enderio:item_mod_item_filter:0, Mod Item Filter
enderio:item_power_item_filter:0, Power Item Filter
enderio:item_soul_filter_normal:0, Soul Item Filter
enderio:item_soul_filter_big:0, Big Soul Item Filter
enderio:item_enchantment_filter_normal:0, Enchantment Item Filter
enderio:item_enchantment_filter_big:0, Big Enchantment Item Filter
enderio:item_fluid_filter:0, Basic Fluid Filter
enderio:item_redstone_not_filter:0, Redstone NOT Filter
enderio:item_redstone_or_filter:0, Redstone OR Filter
enderio:item_redstone_and_filter:0, Redstone AND Filter
enderio:item_redstone_nor_filter:0, Redstone NOR Filter
enderio:item_redstone_nand_filter:0, Redstone NAND Filter
enderio:item_redstone_xor_filter:0, Redstone XOR Filter
enderio:item_redstone_xnor_filter:0, Redstone XNOR Filter
enderio:item_redstone_toggle_filter:0, Redstone Toggle Latch Filter
enderio:item_redstone_counting_filter:0, Redstone Counting Filter
enderio:item_redstone_sensor_filter:0, Redstone Sensor Filter
enderio:item_redstone_timer_filter:0, Redstone Timer Filter
enderio:block_fused_quartz:0, Fused Quartz
enderio:block_fused_quartz:1, Fused Quartz
enderio:block_fused_quartz:2, Fused Quartz
enderio:block_fused_quartz:3, Fused Quartz
enderio:block_fused_quartz:4, Fused Quartz
enderio:block_fused_quartz:5, Fused Quartz
enderio:block_fused_quartz:6, Fused Quartz
enderio:block_fused_quartz:7, Fused Quartz
enderio:block_fused_quartz:8, Fused Quartz
enderio:block_fused_quartz:9, Fused Quartz
enderio:block_fused_quartz:10, Fused Quartz
enderio:block_fused_quartz:11, Fused Quartz
enderio:block_fused_quartz:12, Fused Quartz
enderio:block_fused_quartz:13, Fused Quartz
enderio:block_fused_quartz:14, Fused Quartz
enderio:block_fused_quartz:15, Fused Quartz
enderio:block_fused_glass:0, Quite Clear Glass
enderio:block_fused_glass:1, Quite Clear Glass
enderio:block_fused_glass:2, Quite Clear Glass
enderio:block_fused_glass:3, Quite Clear Glass
enderio:block_fused_glass:4, Quite Clear Glass
enderio:block_fused_glass:5, Quite Clear Glass
enderio:block_fused_glass:6, Quite Clear Glass
enderio:block_fused_glass:7, Quite Clear Glass
enderio:block_fused_glass:8, Quite Clear Glass
enderio:block_fused_glass:9, Quite Clear Glass
enderio:block_fused_glass:10, Quite Clear Glass
enderio:block_fused_glass:11, Quite Clear Glass
enderio:block_fused_glass:12, Quite Clear Glass
enderio:block_fused_glass:13, Quite Clear Glass
enderio:block_fused_glass:14, Quite Clear Glass
enderio:block_fused_glass:15, Quite Clear Glass
enderio:block_enlightened_fused_quartz:0, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:1, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:2, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:3, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:4, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:5, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:6, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:7, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:8, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:9, Enlightened Fused Quartz
